review_group_key,raw_specialty_labels,normalized_specialty_slug,normalized_specialty_title,raw_topic_labels,normalized_topic_label,normalized_topic_slug,canonical_topic_node_slug,canonical_topic_node_id,question_count,is_high_frequency_topic,mapping_confidence,review_reason,suggested_action,mapping_method,review_override_reason,representative_question_ids,quality_notes
orthobullets::pathology::neurofibroma::accepted,Pathology,pathology,Pathology,Neurofibroma,Neurofibroma,neurofibroma,pathology-neurofibroma,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-269 | OBQ17-10,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::anterolateral-bowing-and-congenital-pseudoarthrosis-tibia::accepted,Pediatrics,pediatrics,Pediatrics,Anterolateral Bowing & Congenital Pseudoarthrosis Tibia,Anterolateral Bowing & Congenital Pseudoarthrosis Tibia,anterolateral-bowing-and-congenital-pseudoarthrosis-tibia,pediatrics-anterolateral-bowing-and-congenital-pseudoarthrosis-tibia,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-255 | OBQ21-89,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::calcaneovalgus-foot::accepted,Pediatrics,pediatrics,Pediatrics,Calcaneovalgus Foot,Calcaneovalgus Foot,calcaneovalgus-foot,pediatrics-calcaneovalgus-foot,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ04PE-26 | SBQ22PE-10,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::clavicle-shaft-fracture-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Clavicle Shaft Fracture - Pediatric,Clavicle Shaft Fracture - Pediatric,clavicle-shaft-fracture-pediatric,pediatrics-clavicle-shaft-fracture-pediatric,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ22PE-34 | SBQ25PE-39,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::distal-clavicle-physeal-fractures::accepted,Pediatrics,pediatrics,Pediatrics,Distal Clavicle Physeal Fractures,Distal Clavicle Physeal Fractures,distal-clavicle-physeal-fractures,pediatrics-distal-clavicle-physeal-fractures,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-94 | SBQ13PE-48,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::ehlers-danlos-syndrome::accepted,Pediatrics,pediatrics,Pediatrics,Ehlers-Danlos Syndrome,Ehlers - Danlos Syndrome,ehlers-danlos-syndrome,pediatrics-ehlers-danlos-syndrome,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-232 | OBQ12-208,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::external-tibial-torsion::accepted,Pediatrics,pediatrics,Pediatrics,External Tibial Torsion,External Tibial Torsion,external-tibial-torsion,pediatrics-external-tibial-torsion,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-224 | OBQ14-223.1,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::larsen-s-syndrome::accepted,Pediatrics,pediatrics,Pediatrics,Larsen's Syndrome,Larsen's Syndrome,larsen-s-syndrome,pediatrics-larsen-s-syndrome,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-201 | OBQ17-5,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::medial-clavicle-physeal-fracture::accepted,Pediatrics,pediatrics,Pediatrics,Medial Clavicle Physeal Fracture,Medial Clavicle Physeal Fracture,medial-clavicle-physeal-fracture,pediatrics-medial-clavicle-physeal-fracture,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ22-158 | SBQ11UE-4.1,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::nursemaid-s-elbow::accepted,Pediatrics,pediatrics,Pediatrics,Nursemaid's Elbow,Nursemaid's Elbow,nursemaid-s-elbow,pediatrics-nursemaid-s-elbow,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-69 | OBQ11-97,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::patella-sleeve-fracture::accepted,Pediatrics,pediatrics,Pediatrics,Patella Sleeve Fracture,Patella Sleeve Fracture,patella-sleeve-fracture,pediatrics-patella-sleeve-fracture,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-77 | SBQ13PE-30,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Pediatric,Pediatric,pediatric,pediatrics-pediatric,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ04PE-60 | SBQ25PE-46,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::sprengel-s-deformity::accepted,Pediatrics,pediatrics,Pediatrics,Sprengel's Deformity,Sprengel's Deformity,sprengel-s-deformity,pediatrics-sprengel-s-deformity,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-26 | OBQ09-231,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::traumatic-hip-dislocation-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Traumatic Hip Dislocation - Pediatric,Traumatic Hip Dislocation - Pediatric,traumatic-hip-dislocation-pediatric,pediatrics-traumatic-hip-dislocation-pediatric,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-152 | OBQ13-56,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::alignment::accepted,Recon,recon,Recon,Alignment,Alignment,alignment,recon-alignment,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-137 | OBQ08-185,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::hip-anatomy::accepted,Recon,recon,Recon,Hip Anatomy,Hip Anatomy,hip-anatomy,recon-hip-anatomy,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ18-10 | SBQ11AN-3.1,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::patellar-clunk-syndrome::accepted,Recon,recon,Recon,Patellar Clunk Syndrome,Patellar Clunk Syndrome,patellar-clunk-syndrome,recon-patellar-clunk-syndrome,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-121 | OBQ19-57,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-postoperative-inpatient-management::accepted,Recon,recon,Recon,THA Postoperative Inpatient Management,THA Postoperative Inpatient Management,tha-postoperative-inpatient-management,recon-tha-postoperative-inpatient-management,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ21RCN-28 | SBQ21RCN-32,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-rehabilitation::accepted,Recon,recon,Recon,THA Rehabilitation,THA Rehabilitation,tha-rehabilitation,recon-tha-rehabilitation,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-84 | OBQ08-229,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-vascular-injury-and-bleeding::accepted,Recon,recon,Recon,THA Vascular Injury & Bleeding,THA Vascular Injury & Bleeding,tha-vascular-injury-and-bleeding,recon-tha-vascular-injury-and-bleeding,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-189 | OBQ14-184,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-aseptic-loosening::accepted,Recon,recon,Recon,TKA Aseptic Loosening,TKA Aseptic Loosening,tka-aseptic-loosening,recon-tka-aseptic-loosening,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ20-86 | OBQ23-83,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-patellar-prosthesis-loosening::accepted,Recon,recon,Recon,TKA Patellar Prosthesis Loosening,TKA Patellar Prosthesis Loosening,tka-patellar-prosthesis-loosening,recon-tka-patellar-prosthesis-loosening,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-206.1 | SBQ24HK-4,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-postoperative-rehabilitation-and-outpatient-management::accepted,Recon,recon,Recon,TKA Postoperative Rehabilitation & Outpatient Management,TKA Postoperative Rehabilitation & Outpatient Management,tka-postoperative-rehabilitation-and-outpatient-management,recon-tka-postoperative-rehabilitation-and-outpatient-management,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ23-67 | SBQ24HK-2,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::ac-arthritis::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,AC Arthritis,AC Arthritis,ac-arthritis,shoulder-elbow-ac-arthritis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ16SM-74 | SBQ21SM-21,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::brachial-neuritis-parsonage-turner-syndrome::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Brachial Neuritis (Parsonage-Turner Syndrome),Brachial Neuritis (Parsonage - Turner Syndrome),brachial-neuritis-parsonage-turner-syndrome,shoulder-elbow-brachial-neuritis-parsonage-turner-syndrome,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-134 | OBQ14-202,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::distal-clavicle-osteolysis::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Distal Clavicle Osteolysis,Distal Clavicle Osteolysis,distal-clavicle-osteolysis,shoulder-elbow-distal-clavicle-osteolysis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-250 | OBQ17-16,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::elbow-anatomy-and-biomechanics::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Elbow Anatomy & Biomechanics,Elbow Anatomy & Biomechanics,elbow-anatomy-and-biomechanics,shoulder-elbow-elbow-anatomy-and-biomechanics,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-178 | OBQ20-222,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::shoulder-arthrodesis::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Shoulder Arthrodesis,Shoulder Arthrodesis,shoulder-arthrodesis,shoulder-elbow-shoulder-arthrodesis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-241 | OBQ11-69,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::shoulder-exam::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Shoulder Exam,Shoulder Exam,shoulder-exam,shoulder-elbow-shoulder-exam,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-26 | OBQ19-97,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::atlantoaxial-instability::accepted,Spine,spine,Spine,Atlantoaxial Instability,Atlantoaxial Instability,atlantoaxial-instability,spine-atlantoaxial-instability,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-111 | SBQ25FD-62,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::cervical-disc-arthroplasty::accepted,Spine,spine,Spine,Cervical Disc Arthroplasty,Cervical Disc Arthroplasty,cervical-disc-arthroplasty,spine-cervical-disc-arthroplasty,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-19 | OBQ19-111,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::congenital-muscular-torticollis::accepted,Spine,spine,Spine,Congenital Muscular Torticollis,Congenital Muscular Torticollis,congenital-muscular-torticollis,spine-congenital-muscular-torticollis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-2 | OBQ10-218,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::klippel-feil-syndrome::accepted,Spine,spine,Spine,Klippel-Feil Syndrome,Klippel - Feil Syndrome,klippel-feil-syndrome,spine-klippel-feil-syndrome,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-117 | OBQ20-178,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::lower-extremity-spine-exam::accepted,Spine,spine,Spine,Lower Extremity Spine Exam,Lower Extremity Spine Exam,lower-extremity-spine-exam,spine-lower-extremity-spine-exam,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-22 | SBQ12SP-41,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::pathologic-scoliosis::accepted,Spine,spine,Spine,Pathologic Scoliosis,Pathologic Scoliosis,pathologic-scoliosis,spine-pathologic-scoliosis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-156 | OBQ13-129,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::sacroiliitis::accepted,Spine,spine,Spine,Sacroiliitis,Sacroiliitis,sacroiliitis,spine-sacroiliitis,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ18-148 | SBQ07PE-95.1,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::spine-biomechanics::accepted,Spine,spine,Spine,Spine Biomechanics,Spine Biomechanics,spine-biomechanics,spine-spine-biomechanics,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ12SP-54 | SBQ12SP-86,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::spine-surgical-site-infections::accepted,Spine,spine,Spine,Spine Surgical Site Infections,Spine Surgical Site Infections,spine-surgical-site-infections,spine-spine-surgical-site-infections,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-122 | SBQ18SP-14,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::thoracic-spine-anatomy::accepted,Spine,spine,Spine,Thoracic Spine Anatomy,Thoracic Spine Anatomy,thoracic-spine-anatomy,spine-thoracic-spine-anatomy,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-190 | SBQ09SP-16,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::distal-radius-malunion::accepted,Trauma,trauma,Trauma,Distal Radius Malunion,Distal Radius Malunion,distal-radius-malunion,trauma-distal-radius-malunion,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-233 | SBQ17SE-39,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::femoral-neck-fracture-nonunion::accepted,Trauma,trauma,Trauma,Femoral Neck Fracture Nonunion,Femoral Neck Fracture Nonunion,femoral-neck-fracture-nonunion,trauma-femoral-neck-fracture-nonunion,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-30 | OBQ21-167,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::gustilo-classification::accepted,Trauma,trauma,Trauma,Gustilo Classification,Gustilo Classification,gustilo-classification,trauma-gustilo-classification,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-156 | OBQ13-160,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::morel-lavallee-lesion::accepted,Trauma,trauma,Trauma,Morel-Lavallee Lesion,Morel - Lavallee Lesion,morel-lavallee-lesion,trauma-morel-lavallee-lesion,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ23PA-7 | SBQ25FD-13,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::other-trauma-topics::accepted,Trauma,trauma,Trauma,Other Trauma Topics,Other Trauma Topics,other-trauma-topics,trauma-other-trauma-topics,,2,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-244.1 | SBQ18TR-7,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::abductor-digiti-minimi::accepted,Anatomy,anatomy,Anatomy,Abductor digiti minimi,Abductor digiti minimi,abductor-digiti-minimi,anatomy-abductor-digiti-minimi,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ04-162,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::anterior-interosseous-nerve::accepted,Anatomy,anatomy,Anatomy,Anterior interosseous nerve,Anterior interosseous nerve,anterior-interosseous-nerve,anatomy-anterior-interosseous-nerve,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ11-255,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::biceps-femoris-short-head::accepted,Anatomy,anatomy,Anatomy,Biceps femoris short head,Biceps femoris short head,biceps-femoris-short-head,anatomy-biceps-femoris-short-head,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ04-228,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::extensor-digitorum-longus::accepted,Anatomy,anatomy,Anatomy,Extensor digitorum longus,Extensor digitorum longus,extensor-digitorum-longus,anatomy-extensor-digitorum-longus,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ04-53,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::forearm-blood-supply::accepted,Anatomy,anatomy,Anatomy,Forearm blood supply,Forearm blood supply,forearm-blood-supply,anatomy-forearm-blood-supply,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ08-52,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::gluteus-medius::accepted,Anatomy,anatomy,Anatomy,Gluteus medius,Gluteus medius,gluteus-medius,anatomy-gluteus-medius,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ13-242,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::lumbosacral-plexus::accepted,Anatomy,anatomy,Anatomy,Lumbosacral Plexus,Lumbosacral Plexus,lumbosacral-plexus,anatomy-lumbosacral-plexus,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ09-30,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::lumbrical-muscles::accepted,Anatomy,anatomy,Anatomy,Lumbrical Muscles,Lumbrical Muscles,lumbrical-muscles,anatomy-lumbrical-muscles,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ08-3,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::other-anatomy-topics::accepted,Anatomy,anatomy,Anatomy,Other Anatomy Topics,Other Anatomy Topics,other-anatomy-topics,anatomy-other-anatomy-topics,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ07-185,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::quadrangular-space-triangular-space-triangular-interval::accepted,Anatomy,anatomy,Anatomy,"Quadrangular Space, Triangular Space, Triangular Interval","Quadrangular Space, Triangular Space, Triangular Interval",quadrangular-space-triangular-space-triangular-interval,anatomy-quadrangular-space-triangular-space-triangular-interval,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ18-232,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::sartorius::accepted,Anatomy,anatomy,Anatomy,Sartorius,Sartorius,sartorius,anatomy-sartorius,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ09-232,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::teres-major::accepted,Anatomy,anatomy,Anatomy,Teres Major,Teres Major,teres-major,anatomy-teres-major,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ17-184,specialty:csv-normalized | topic:source-normalized
orthobullets::anatomy::ulnar-nerve::accepted,Anatomy,anatomy,Anatomy,Ulnar nerve,Ulnar nerve,ulnar-nerve,anatomy-ulnar-nerve,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ12-242,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::amyotrophic-lateral-sclerosis-als::accepted,Basic Science,basic-science,Basic Science,Amyotrophic Lateral Sclerosis (ALS),Amyotrophic Lateral Sclerosis (ALS),amyotrophic-lateral-sclerosis-als,basic-science-amyotrophic-lateral-sclerosis-als,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ05UE-45,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::collagen::accepted,Basic Science,basic-science,Basic Science,Collagen,Collagen,collagen,basic-science-collagen,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ14-207,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::hemophilic-arthropathy::accepted,Basic Science,basic-science,Basic Science,Hemophilic Arthropathy,Hemophilic Arthropathy,hemophilic-arthropathy,basic-science-hemophilic-arthropathy,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ18-7,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::hypoparathyroidism::accepted,Basic Science,basic-science,Basic Science,Hypoparathyroidism,Hypoparathyroidism,hypoparathyroidism,basic-science-hypoparathyroidism,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ11-58,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::intramembranous-bone-formation::accepted,Basic Science,basic-science,Basic Science,Intramembranous Bone Formation,Intramembranous Bone Formation,intramembranous-bone-formation,basic-science-intramembranous-bone-formation,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ12-131,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::lead-toxicity::accepted,Basic Science,basic-science,Basic Science,Lead Toxicity,Lead Toxicity,lead-toxicity,basic-science-lead-toxicity,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ09-19,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::multiple-sclerosis::accepted,Basic Science,basic-science,Basic Science,Multiple Sclerosis,Multiple Sclerosis,multiple-sclerosis,basic-science-multiple-sclerosis,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ17-44,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::pseudogout-cppd::accepted,Basic Science,basic-science,Basic Science,Pseudogout (CPPD),Pseudogout (CPPD),pseudogout-cppd,basic-science-pseudogout-cppd,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ07SM-13,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::scleroderma::accepted,Basic Science,basic-science,Basic Science,Scleroderma,Scleroderma,scleroderma,basic-science-scleroderma,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ04PE-29,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::scurvy::accepted,Basic Science,basic-science,Basic Science,Scurvy,Scurvy,scurvy,basic-science-scurvy,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ08-26,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::acquired-spastic-equinovarus-deformity::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Acquired Spastic Equinovarus Deformity,Acquired Spastic Equinovarus Deformity,acquired-spastic-equinovarus-deformity,foot-ankle-acquired-spastic-equinovarus-deformity,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ05-236,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::blood-supply-to-the-foot::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Blood Supply to the Foot,Blood Supply to the Foot,blood-supply-to-the-foot,foot-ankle-blood-supply-to-the-foot,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ12TR-46,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::deep-peroneal-nerve-entrapment::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Deep Peroneal Nerve Entrapment,Deep Peroneal Nerve Entrapment,deep-peroneal-nerve-entrapment,foot-ankle-deep-peroneal-nerve-entrapment,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ20-12,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::orthotics::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Orthotics,Orthotics,orthotics,foot-ankle-orthotics,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ12FA-95,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::subtalar-arthritis::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Subtalar Arthritis,Subtalar Arthritis,subtalar-arthritis,foot-ankle-subtalar-arthritis,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ08-257,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::atypical-mycobacterium-infections::accepted,Hand,hand,Hand,Atypical Mycobacterium Infections,Atypical Mycobacterium Infections,atypical-mycobacterium-infections,hand-atypical-mycobacterium-infections,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ20-46,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::cleft-hand::accepted,Hand,hand,Hand,Cleft Hand,Cleft Hand,cleft-hand,hand-cleft-hand,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ19-169,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::congenital-clasped-thumb::accepted,Hand,hand,Hand,Congenital Clasped Thumb,Congenital Clasped Thumb,congenital-clasped-thumb,hand-congenital-clasped-thumb,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ05-224,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::deep-space-and-collar-button-infections::accepted,Hand,hand,Hand,Deep Space & Collar Button Infections,Deep Space & Collar Button Infections,deep-space-and-collar-button-infections,hand-deep-space-and-collar-button-infections,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ17-109,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::digital-artery-aneurysm::accepted,Hand,hand,Hand,Digital Artery Aneurysm,Digital Artery Aneurysm,digital-artery-aneurysm,hand-digital-artery-aneurysm,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ06-208,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::digital-collateral-ligament-injury::accepted,Hand,hand,Hand,Digital Collateral Ligament Injury,Digital Collateral Ligament Injury,digital-collateral-ligament-injury,hand-digital-collateral-ligament-injury,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ17SE-84,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::dog-and-cat-bites::accepted,Hand,hand,Hand,Dog and Cat Bites,Dog and Cat Bites,dog-and-cat-bites,hand-dog-and-cat-bites,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ17-28,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::epidermal-inclusion-cyst::accepted,Hand,hand,Hand,Epidermal Inclusion Cyst,Epidermal Inclusion Cyst,epidermal-inclusion-cyst,hand-epidermal-inclusion-cyst,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ17SE-52,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::extensor-tendon-compartments::accepted,Hand,hand,Hand,Extensor Tendon Compartments,Extensor Tendon Compartments,extensor-tendon-compartments,hand-extensor-tendon-compartments,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ11-99,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::felon::accepted,Hand,hand,Hand,Felon,Felon,felon,hand-felon,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ14-267,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::flexor-carpi-radialis-tendinitis::accepted,Hand,hand,Hand,Flexor Carpi Radialis Tendinitis,Flexor Carpi Radialis Tendinitis,flexor-carpi-radialis-tendinitis,hand-flexor-carpi-radialis-tendinitis,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,OBQ23-11,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::intrinsic-minus-hand-claw-hand::accepted,Hand,hand,Hand,Intrinsic Minus Hand (Claw Hand),Intrinsic Minus Hand (Claw Hand),intrinsic-minus-hand-claw-hand,hand-intrinsic-minus-hand-claw-hand,,1,FALSE,0.980,,Auto-accept topic mapping.,import_rule,,SBQ11UE-1,specialty:csv-normalized | topic:source-normalized
